CodigoFactura,TipoFactura,Sucursal,Cliente,Producto,Precio,Cantidad,FechaHora,MedioPago,Empleado,DetallesPago
829-28-4057,C,SJ2,28920014,Lomo de pavo Hacendado lonchas,1.89,2,2024-11-23 17:08:28,Billetera Electronica,6887,2d521990efdcfb1f622499769f0680fd5fe3cc04dd565a86816c074a144a15c3
829-28-4057,C,SJ2,28920014,Dulce de membrillo Hacendado sin azúcares añadidos,1.85,2,2024-11-23 17:08:28,Billetera Electronica,6887,2d521990efdcfb1f622499769f0680fd5fe3cc04dd565a86816c074a144a15c3
886-41-6798,B,RM1,42299822,Croissant Hacendado,1.0,8,2023-11-30 22:31:04,Tarjeta de credito,4142,4105-8981-2503-981
216-59-2444,A,RM1,46797113,Laca de uñas alto brillo Deliplus 22 granate sublime,2.5,9,2023-12-27 12:17:48,Tarjeta de credito,6024,5104-7822-6203-2232
216-59-2444,A,RM1,46797113,Crema al cacao con avellanas Nutella,2.75,9,2023-12-27 12:17:48,Tarjeta de credito,6024,5104-7822-6203-2232
861-17-4247,A,MD1,46480887,Escurridor para cubo ovalado Bosque Verde,2.25,7,2024-09-30 10:02:48,Billetera Electronica,6026,cd9e1c8c4e25c6d9deb9e6ad5eeb3a6c68e4492b06c28d9e067984cc277eeb10
861-17-4247,A,MD1,46480887,Ensalada mezcla gourmet maxi,1.65,7,2024-09-30 10:02:48,Billetera Electronica,6026,cd9e1c8c4e25c6d9deb9e6ad5eeb3a6c68e4492b06c28d9e067984cc277eeb10
910-50-9449,A,SJ1,31245635,Ampollas própolis Deliplus jalea real y vitamina C,4.95,8,2023-05-17 20:39:48,Billetera Electronica,6887,3c7aef0edd6475518b315c04fbb127751db3c0a63c9cd91b2848fc0b52c6f239
910-50-9449,A,SJ1,31245635,Friegasuelos clásico Bosque Verde concentrado,1.68,7,2023-05-17 20:39:48,Billetera Electronica,6887,3c7aef0edd6475518b315c04fbb127751db3c0a63c9cd91b2848fc0b52c6f239
910-50-9449,A,SJ1,31245635,Merluza empanada pan fino Hacendado ultracongelada,2.85,7,2023-05-17 20:39:48,Billetera Electronica,6887,3c7aef0edd6475518b315c04fbb127751db3c0a63c9cd91b2848fc0b52c6f239
910-50-9449,A,SJ1,31245635,Bebida espirituosa Veterano Osborne,8.25,8,2023-05-17 20:39:48,Billetera Electronica,6887,3c7aef0edd6475518b315c04fbb127751db3c0a63c9cd91b2848fc0b52c6f239
910-50-9449,A,SJ1,31245635,Queso untar con queso azul Hacendado blanco pasteurizado,1.25,3,2023-05-17 20:39:48,Billetera Electronica,6887,3c7aef0edd6475518b315c04fbb127751db3c0a63c9cd91b2848fc0b52c6f239
297-41-2205,B,SJ2,38991629,Natillas de chocolate con leche Hacendado,0.69,8,2024-10-17 23:28:54,Tarjeta de credito,7127,5173-6303-3439-2771
297-41-2205,B,SJ2,38991629,Pañuelos de papel con loción suavizante Bosque Verde,1.0,6,2024-10-17 23:28:54,Tarjeta de credito,7127,5173-6303-3439-2771
297-41-2205,B,SJ2,38991629,Galletas mini caritas Hacendado con crema de cacao,1.45,1,2024-10-17 23:28:54,Tarjeta de credito,7127,5173-6303-3439-2771
973-93-3011,C,SJ2,31114972,Perfilador de labios Deliplus 05 cereza,2.5,10,2023-08-08 18:14:57,Billetera Electronica,6326,2721b0b4dc904a1be0ffd0261c4860d3aba3239480daf753bffdf1010543a58a
973-93-3011,C,SJ2,31114972,Desodorante en crema Deliplus pieles delicadas,1.6,6,2023-08-08 18:14:57,Billetera Electronica,6326,2721b0b4dc904a1be0ffd0261c4860d3aba3239480daf753bffdf1010543a58a
973-93-3011,C,SJ2,31114972,Dulce de leche Chimbote,2.3,2,2023-08-08 18:14:57,Billetera Electronica,6326,2721b0b4dc904a1be0ffd0261c4860d3aba3239480daf753bffdf1010543a58a
973-93-3011,C,SJ2,31114972,Fideos orientales Yakisoba sabor pollo Hacendado,1.1,7,2023-08-08 18:14:57,Billetera Electronica,6326,2721b0b4dc904a1be0ffd0261c4860d3aba3239480daf753bffdf1010543a58a
917-39-8584,B,CP1,0,Cerveza de trigo 1897,0.75,8,2024-01-27 20:05:40,Tarjeta de credito,2571,5568-6879-1643-5130
917-39-8584,B,CP1,0,Empanada de hojaldre con tomate,1.2,1,2024-01-27 20:05:40,Tarjeta de credito,2571,5568-6879-1643-5130
917-39-8584,B,CP1,0,Dulce de leche Chimbote,2.3,2,2024-01-27 20:05:40,Tarjeta de credito,2571,5568-6879-1643-5130
886-48-9087,B,RM2,30443711,Alubia cocida con verduras Hacendado,1.03,4,2024-07-13 13:51:23,Tarjeta de credito,6271,4903-4828-0615-986
367-94-4175,A,MD2,35386062,Brocha polvos Deliplus,6.0,10,2025-02-01 03:37:48,Tarjeta de credito,7127,4875-9093-5560-220
858-70-7451,B,CP1,22533912,Vino blanco suave y afrutado El Pescaito,2.0,1,2025-01-28 10:56:41,Tarjeta de credito,6660,4332-7432-8702-452
858-70-7451,B,CP1,22533912,Croquetas de ibérico Hacendado ultracongeladas,1.4,9,2025-01-28 10:56:41,Tarjeta de credito,6660,4332-7432-8702-452
858-70-7451,B,CP1,22533912,Macarrón rayado Hacendado,0.59,2,2025-01-28 10:56:41,Tarjeta de credito,6660,4332-7432-8702-452
858-70-7451,B,CP1,22533912,Tacos de pavo al ajillo,2.88,5,2025-01-28 10:56:41,Tarjeta de credito,6660,4332-7432-8702-452
989-39-9509,C,RM1,37766748,Vino blanco verdejo D.O Rueda Marqués de Riscal,7.4,10,2025-01-20 08:52:30,Billetera Electronica,7515,da57e60507960ad12b0d0caca334bfdefdf7bbcd12fe3fc4c3ee46fff09e4367
989-39-9509,C,RM1,37766748,Chupete silicona reversible +0 a 6 meses Deliplus,2.0,5,2025-01-20 08:52:30,Billetera Electronica,7515,da57e60507960ad12b0d0caca334bfdefdf7bbcd12fe3fc4c3ee46fff09e4367
989-39-9509,C,RM1,37766748,Panecillos tostados cereales y semillas Hacendado,0.9,9,2025-01-20 08:52:30,Billetera Electronica,7515,da57e60507960ad12b0d0caca334bfdefdf7bbcd12fe3fc4c3ee46fff09e4367
667-63-9692,C,MD2,0,Lágrimas hidratantes para ojos secos,5.5,3,2025-02-22 23:21:26,Billetera Electronica,1901,af67e80f07a5b76f25c44d6c6b6ca92ee7cc4aa4e3ac6d580a561ccb9d6feb16
667-63-9692,C,MD2,0,Desodorante roll-on mineral de alumbre Deonat,2.4,7,2025-02-22 23:21:26,Billetera Electronica,1901,af67e80f07a5b76f25c44d6c6b6ca92ee7cc4aa4e3ac6d580a561ccb9d6feb16
985-51-5398,C,RM1,37126665,Suavizante ropa dulzzia Bosque Verde concentrado,1.79,4,2023-08-12 13:04:16,Efectivo,1918,
985-51-5398,C,RM1,37126665,Esponjas de baño con jabón Jabonitas,1.1,7,2023-08-12 13:04:16,Efectivo,1918,
985-51-5398,C,RM1,37126665,Mantecadas Hacendado,1.79,6,2023-08-12 13:04:16,Efectivo,1918,
985-51-5398,C,RM1,37126665,Desodorante delicado avena Deliplus,1.4,9,2023-08-12 13:04:16,Efectivo,1918,
985-51-5398,C,RM1,37126665,Eau de toilette mujer Shakira Dance,8.95,4,2023-08-12 13:04:16,Efectivo,1918,
550-97-5902,B,RM2,0,Lejía con detergente Estrella limón,1.69,8,2024-01-14 22:38:06,Efectivo,1322,
672-85-2392,C,MD1,41851353,Compresa sin alas normal Evax fina y segura,1.95,5,2024-04-03 18:09:46,Tarjeta de credito,5399,4816-1994-8757-708
672-85-2392,C,MD1,41851353,Vino tinto Don Simón,1.45,4,2024-04-03 18:09:46,Tarjeta de credito,5399,4816-1994-8757-708
672-85-2392,C,MD1,41851353,Masa fresca pizza Hacendado,2.25,4,2024-04-03 18:09:46,Tarjeta de credito,5399,4816-1994-8757-708
952-37-7524,A,HA1,0,Maíz dulce Hacendado ultracongelado,0.85,5,2024-12-15 01:56:29,Efectivo,2895,
952-37-7524,A,HA1,0,Confitura de melocotón Hacendado,1.0,8,2024-12-15 01:56:29,Efectivo,2895,
952-37-7524,A,HA1,0,Desodorante roll-on mujer perfume afrutado Deliplus,0.9,2,2024-12-15 01:56:29,Efectivo,2895,
952-37-7524,A,HA1,0,Hierbabuena,1.15,5,2024-12-15 01:56:29,Efectivo,2895,
952-37-7524,A,HA1,0,Lote mujer Aitana,13.95,9,2024-12-15 01:56:29,Efectivo,2895,
816-61-3178,C,MD1,42299822,Amoníaco perfumado Bosque Verde,0.59,9,2023-09-19 02:17:44,Efectivo,6660,
973-29-7477,C,HA1,43552527,Pan rallado Hacendado,0.67,5,2024-05-21 11:41:24,Billetera Electronica,2644,4281822a1bbd18cd56eec55e0eb0921ef4538678bf3def6d9162923679bab86b
973-29-7477,C,HA1,43552527,Calamar mediano limpio descongelado sin barquilla y sin tripa,1.09,10,2024-05-21 11:41:24,Billetera Electronica,2644,4281822a1bbd18cd56eec55e0eb0921ef4538678bf3def6d9162923679bab86b
973-29-7477,C,HA1,43552527,Desodorante aloe vera Rexona,2.49,1,2024-05-21 11:41:24,Billetera Electronica,2644,4281822a1bbd18cd56eec55e0eb0921ef4538678bf3def6d9162923679bab86b
855-34-3323,C,MD1,0,Escurridor para cubo redondo Bosque Verde,0.9,6,2023-05-17 19:37:58,Efectivo,3048,
319-84-4362,B,RM1,25264155,Lote neceser Gorjuss Santoro,8.95,3,2024-12-26 22:17:07,Tarjeta de credito,5399,5161-0492-8878-0299
319-84-4362,B,RM1,25264155,Postre lácteo + proteínas Hacendado con puré mango y maracuya,1.4,5,2024-12-26 22:17:07,Tarjeta de credito,5399,5161-0492-8878-0299
522-36-8973,B,MD1,38562459,Magdalenas Hacendado,0.62,9,2023-03-05 09:40:53,Billetera Electronica,2644,e2f1b725305885e6af3c10de3baea7aff7eae4ded19a580c09a5abbcb4c433d5
680-11-7159,C,SJ2,42394654,Crema de cacao y avellanas Pralinutta,2.45,9,2023-07-09 23:26:20,Efectivo,6679,
680-11-7159,C,SJ2,42394654,Crema de queso Fløtemys,21.5,8,2023-07-09 23:26:20,Efectivo,6679,
680-11-7159,C,SJ2,42394654,Cerveza doble malta sin gluten Belgian Blonde Birra & Blues,1.7,5,2023-07-09 23:26:20,Efectivo,6679,
680-11-7159,C,SJ2,42394654,Paté de salmón Hacendado,0.84,6,2023-07-09 23:26:20,Efectivo,6679,
602-23-8754,C,MD2,37766748,Crema de manos concentrada Deliplus,1.25,2,2024-03-25 19:19:27,Billetera Electronica,2571,c080df07e0beeae8f0bbbde628dab2b803e8ba7451f770ec283daff3334675e8
602-23-8754,C,MD2,37766748,Vino dulce Blue moscato V.Cristina espumoso,1.95,9,2024-03-25 19:19:27,Billetera Electronica,2571,c080df07e0beeae8f0bbbde628dab2b803e8ba7451f770ec283daff3334675e8
602-23-8754,C,MD2,37766748,Ampollas piernas ligeras Deliplus,4.5,7,2024-03-25 19:19:27,Billetera Electronica,2571,c080df07e0beeae8f0bbbde628dab2b803e8ba7451f770ec283daff3334675e8
345-78-1171,C,RM1,44429721,Caldo de carne Hacendado en pastillas,0.82,9,2024-07-06 18:02:07,Billetera Electronica,9502,9f2171ad40706824d015293247d75730b7215a89802e23009a6a4e34d1b529cc
345-78-1171,C,RM1,44429721,Copos de trigo con chocolate Chocodays Hacendado,1.39,8,2024-07-06 18:02:07,Billetera Electronica,9502,9f2171ad40706824d015293247d75730b7215a89802e23009a6a4e34d1b529cc
230-85-4923,C,LD1,28962645,Garbanzo cocido pedrosillano Hacendado,0.79,3,2024-08-31 03:59:15,Billetera Electronica,6356,65b8712a3d0dbb7fd1b1a53993134ea919390bdfc7f19456b4f5ab07b45c9451
137-75-6708,C,MD1,36499825,Lejía perfumada Neutrex frescor verde,1.79,2,2023-07-06 09:17:26,Efectivo,4940,
137-75-6708,C,MD1,36499825,Ventresca de atún claro Hacendado en aceite de oliva,2.15,3,2023-07-06 09:17:26,Efectivo,4940,
137-75-6708,C,MD1,36499825,Golosinas spaguetti fresa Hacendado,1.0,9,2023-07-06 09:17:26,Efectivo,4940,
137-75-6708,C,MD1,36499825,Cortado en cápsula Cocatech,3.4,3,2023-07-06 09:17:26,Efectivo,4940,
137-75-6708,C,MD1,36499825,Difusor multifragancia eléctrico Bosque Verde,2.15,10,2023-07-06 09:17:26,Efectivo,4940,
589-11-1899,C,CP1,22432069,Spray antiséptico transparente Deliplus,1.9,10,2024-02-20 06:42:13,Billetera Electronica,2571,2b5734cd773440bc73d5f271c185d13a0e9f0d2f17fc866cf0d5083bd9d4ea45
589-11-1899,C,CP1,22432069,Tomates cherry en rama Dulcita,1.99,10,2024-02-20 06:42:13,Billetera Electronica,2571,2b5734cd773440bc73d5f271c185d13a0e9f0d2f17fc866cf0d5083bd9d4ea45
589-11-1899,C,CP1,22432069,Limpiador WC polvo activo Bosque Verde,1.55,6,2024-02-20 06:42:13,Billetera Electronica,2571,2b5734cd773440bc73d5f271c185d13a0e9f0d2f17fc866cf0d5083bd9d4ea45
589-11-1899,C,CP1,22432069,Barritas de cereales muesli Hacendado frutos secos,0.97,4,2024-02-20 06:42:13,Billetera Electronica,2571,2b5734cd773440bc73d5f271c185d13a0e9f0d2f17fc866cf0d5083bd9d4ea45
188-91-4892,A,MD2,0,Boquerón limpio,0.99,9,2023-06-14 20:31:39,Tarjeta de credito,4940,4228-3373-3715-126
188-91-4892,A,MD2,0,Whiskey bourbon Black County,9.95,10,2023-06-14 20:31:39,Tarjeta de credito,4940,4228-3373-3715-126
188-91-4892,A,MD2,0,Natillas infantiles con galletas Hacendado +6 meses,1.7,9,2023-06-14 20:31:39,Tarjeta de credito,4940,4228-3373-3715-126
188-91-4892,A,MD2,0,Mantenimiento de invierno Bosque Verde para piscina,9.95,10,2023-06-14 20:31:39,Tarjeta de credito,4940,4228-3373-3715-126
734-41-2345,B,HA1,38562459,Coloración permanente L'Oréal 6.46 rubio oscuro cobrizo caoba,7.95,1,2024-10-19 16:49:16,Billetera Electronica,6314,3b8a1efc0bf6dbb3a9e8bea73dc92547eb87b8e8824b09d4cfccf5d48d5b0797
734-41-2345,B,HA1,38562459,Infusión Respir Hacendado,0.9,8,2024-10-19 16:49:16,Billetera Electronica,6314,3b8a1efc0bf6dbb3a9e8bea73dc92547eb87b8e8824b09d4cfccf5d48d5b0797
734-41-2345,B,HA1,38562459,Puré de patatas,1.22,2,2024-10-19 16:49:16,Billetera Electronica,6314,3b8a1efc0bf6dbb3a9e8bea73dc92547eb87b8e8824b09d4cfccf5d48d5b0797
734-41-2345,B,HA1,38562459,Coloración permanente Deliplus 6.35 marrón caramelo,3.9,6,2024-10-19 16:49:16,Billetera Electronica,6314,3b8a1efc0bf6dbb3a9e8bea73dc92547eb87b8e8824b09d4cfccf5d48d5b0797
734-41-2345,B,HA1,38562459,Maíz frito gigante Hacendado,0.9,6,2024-10-19 16:49:16,Billetera Electronica,6314,3b8a1efc0bf6dbb3a9e8bea73dc92547eb87b8e8824b09d4cfccf5d48d5b0797
442-95-8538,C,MD1,27248596,Aceitunas gordal Hacendado con hueso,2.1,10,2023-12-13 10:03:06,Billetera Electronica,4085,2a08d57134de289db8dd353766be9c18c4ae1ec7be31a136b50751f3eaea57fb
442-95-8538,C,MD1,27248596,"Barritas de barquillo Hacendado rellenas con leche, avellanas y cacao",1.0,9,2023-12-13 10:03:06,Billetera Electronica,4085,2a08d57134de289db8dd353766be9c18c4ae1ec7be31a136b50751f3eaea57fb
442-95-8538,C,MD1,27248596,Filete de salmón,7.2,6,2023-12-13 10:03:06,Billetera Electronica,4085,2a08d57134de289db8dd353766be9c18c4ae1ec7be31a136b50751f3eaea57fb
442-95-8538,C,MD1,27248596,Almeja del Pacífico Hacendado congelada,2.95,10,2023-12-13 10:03:06,Billetera Electronica,4085,2a08d57134de289db8dd353766be9c18c4ae1ec7be31a136b50751f3eaea57fb
442-95-8538,C,MD1,27248596,Leche de continuación en polvo 2 Nativa Nestlé,7.8,9,2023-12-13 10:03:06,Billetera Electronica,4085,2a08d57134de289db8dd353766be9c18c4ae1ec7be31a136b50751f3eaea57fb
259-57-8261,C,RM2,0,Queso en porciones Quesilete,1.39,9,2025-02-12 17:57:34,Billetera Electronica,7357,9d01ece7fd5c0891d8142415a1f9f9a7763c4a87d923d09045d2841586a5b79f
259-57-8261,C,RM2,0,Bebida isotónica blue Iso drink,1.05,9,2025-02-12 17:57:34,Billetera Electronica,7357,9d01ece7fd5c0891d8142415a1f9f9a7763c4a87d923d09045d2841586a5b79f
259-57-8261,C,RM2,0,Crackers integrales de espelta Bachman,1.5,5,2025-02-12 17:57:34,Billetera Electronica,7357,9d01ece7fd5c0891d8142415a1f9f9a7763c4a87d923d09045d2841586a5b79f
259-57-8261,C,RM2,0,Insecticida moscas y mosquitos Bosque Verde perfume limón,1.85,10,2025-02-12 17:57:34,Billetera Electronica,7357,9d01ece7fd5c0891d8142415a1f9f9a7763c4a87d923d09045d2841586a5b79f
259-57-8261,C,RM2,0,Agua mineral Bronchales pequeña,1.5,7,2025-02-12 17:57:34,Billetera Electronica,7357,9d01ece7fd5c0891d8142415a1f9f9a7763c4a87d923d09045d2841586a5b79f
243-43-2049,A,HA1,0,Desodorante invisible ice fresh Rexona Men,2.49,7,2024-02-13 22:02:25,Tarjeta de credito,6679,5550-9661-4929-9162
243-43-2049,A,HA1,0,Sazonador sabor barbacoa Hacendado,0.95,3,2024-02-13 22:02:25,Tarjeta de credito,6679,5550-9661-4929-9162
607-34-4935,B,HA1,37911422,Esponja de baño vegetal fibras naturales Deliplus,0.99,1,2024-12-07 13:55:33,Tarjeta de credito,9251,5550-4498-3988-1611
952-91-9233,A,CP1,36499825,Cepillo dental suave Deliplus,1.0,4,2023-03-12 19:11:11,Tarjeta de credito,9251,5154-8980-2966-3311
952-91-9233,A,CP1,36499825,Desodorante hombre marine Axe,3.6,5,2023-03-12 19:11:11,Tarjeta de credito,9251,5154-8980-2966-3311
952-91-9233,A,CP1,36499825,Vodka premium Vladonof,8.75,6,2023-03-12 19:11:11,Tarjeta de credito,9251,5154-8980-2966-3311
952-91-9233,A,CP1,36499825,Papilla líquida leche y cereales Nestlé Pijama +6 meses,2.0,8,2023-03-12 19:11:11,Tarjeta de credito,9251,5154-8980-2966-3311
952-91-9233,A,CP1,36499825,Bebida láctea de fresa Cuidacol 0% azúcares añadidos,2.5,10,2023-03-12 19:11:11,Tarjeta de credito,9251,5154-8980-2966-3311
890-24-9631,A,RM1,46552371,Taquitos de chorizo Revilla,2.25,1,2023-09-03 15:52:25,Efectivo,4142,
890-24-9631,A,RM1,46552371,Eau de toilette mujer Adolfo Dominguez Agua fresca de rosas,19.95,6,2023-09-03 15:52:25,Efectivo,4142,
618-23-3909,B,MD2,33519985,Eau de toilette mujer Ikiru,8.0,2,2023-08-03 16:12:52,Billetera Electronica,6356,937171086de1b8033dd9761f46cca104f8d20e02bafa0e7e41f050b1d8d7f7ab
408-85-4155,A,MD1,0,Garbanzo cocido pedrosillano Hacendado,0.79,1,2024-01-30 03:11:27,Efectivo,6326,
408-85-4155,A,MD1,0,Maquinilla depilación Gillette Venus snap,7.95,10,2024-01-30 03:11:27,Efectivo,6326,
745-91-2056,A,MD1,26730773,Activador del lavado ropa de color Bosque Verde en gel,1.6,2,2024-07-17 15:55:45,Billetera Electronica,1918,a2a0a85ca86b46bbb3c2eddfc4f668be934267e033ed53542656c4b35dfde635
514-58-2058,C,RM2,0,Filetes de trucha,5.22,4,2023-11-23 02:27:58,Billetera Electronica,6887,58cf4decf8cc14a2f8443ed4bc208d641f6c8752a11be1b465c01e8ccdf0cf5b
514-58-2058,C,RM2,0,Ambientador mini spray Bosque Verde pétalos de rosa,1.9,8,2023-11-23 02:27:58,Billetera Electronica,6887,58cf4decf8cc14a2f8443ed4bc208d641f6c8752a11be1b465c01e8ccdf0cf5b
514-58-2058,C,RM2,0,Toallitas húmedas para manos Bosque Verde monodosis,1.65,1,2023-11-23 02:27:58,Billetera Electronica,6887,58cf4decf8cc14a2f8443ed4bc208d641f6c8752a11be1b465c01e8ccdf0cf5b
452-85-6026,A,SJ2,25320859,Eau de toilette hombre Bustamante Muy mío Sport,6.95,4,2024-12-12 23:39:10,Billetera Electronica,2895,0a740eada6da26f6df09771b03ffb40c2de77b15640aba8297e92838efa5decb
452-85-6026,A,SJ2,25320859,Cuquis Hacendado,0.75,2,2024-12-12 23:39:10,Billetera Electronica,2895,0a740eada6da26f6df09771b03ffb40c2de77b15640aba8297e92838efa5decb
340-48-3151,B,SJ1,24089270,Mousse de salmón Hacendado,1.8,5,2023-09-17 23:43:58,Billetera Electronica,6026,b4573412a5a7f15a4b47f466fe48e9562cf238dbaa78f31f331c239322a934c3
340-48-3151,B,SJ1,24089270,Alcachofa corazones Hacendado ultracongelada,2.7,9,2023-09-17 23:43:58,Billetera Electronica,6026,b4573412a5a7f15a4b47f466fe48e9562cf238dbaa78f31f331c239322a934c3
383-17-7765,A,HA1,28280886,Yogur sabor limón Danone,1.09,3,2023-07-12 16:07:24,Billetera Electronica,2810,9671b1705824e6c4ba6cc8e048dec523471559f0d2a16839994968a9edb71b2b
383-17-7765,A,HA1,28280886,Maquillaje compacto Deliplus 01,6.0,7,2023-07-12 16:07:24,Billetera Electronica,2810,9671b1705824e6c4ba6cc8e048dec523471559f0d2a16839994968a9edb71b2b
792-79-7687,A,SJ1,29350352,Batido de chocolate 90% leche Hacendado,1.35,8,2023-04-15 06:30:48,Tarjeta de credito,7127,5143-3538-6894-3488
792-79-7687,A,SJ1,29350352,Acelga hoja en porciones Hacendado ultracongelada,1.65,2,2023-04-15 06:30:48,Tarjeta de credito,7127,5143-3538-6894-3488
792-79-7687,A,SJ1,29350352,Trozos de sepia en tinta Hacendado,1.88,4,2023-04-15 06:30:48,Tarjeta de credito,7127,5143-3538-6894-3488
792-79-7687,A,SJ1,29350352,Cápsulas vientre plano Deliplus,3.95,5,2023-04-15 06:30:48,Tarjeta de credito,7127,5143-3538-6894-3488
517-43-1159,C,RM2,24538891,Carbón vegetal,2.19,3,2023-08-21 00:44:31,Tarjeta de credito,4674,5125-1467-4071-4539
517-43-1159,C,RM2,24538891,Bandeja dorada de cartón rectangular mediana Bosque Verde,1.1,10,2023-08-21 00:44:31,Tarjeta de credito,4674,5125-1467-4071-4539
794-77-4395,B,RM1,28280886,Toallitas desmaquillantes cara y ojos Deliplus piel normal-mixta,1.0,2,2024-02-16 23:18:03,Efectivo,1362,
794-77-4395,B,RM1,28280886,Gel de baño aqua marina Deliplus piel normal,1.35,6,2024-02-16 23:18:03,Efectivo,1362,
226-14-3757,C,RM2,38795313,Tortillas integrales Hacendado,1.5,4,2023-07-22 01:41:10,Tarjeta de credito,4315,5550-0217-1906-9774
226-14-3757,C,RM2,38795313,Cebollas dulces,1.99,10,2023-07-22 01:41:10,Tarjeta de credito,4315,5550-0217-1906-9774
226-14-3757,C,RM2,38795313,Cerveza reserva 1925 Alhambra,6.58,8,2023-07-22 01:41:10,Tarjeta de credito,4315,5550-0217-1906-9774
208-83-9701,C,RM2,40843435,Lote hombre Springfield,12.0,7,2023-07-22 18:38:59,Efectivo,2644,
208-83-9701,C,RM2,40843435,Mini burgers de pollo,1.5,6,2023-07-22 18:38:59,Efectivo,2644,
208-83-9701,C,RM2,40843435,Brandy de Jerez solera reserva Magno,10.75,1,2023-07-22 18:38:59,Efectivo,2644,
717-97-3040,C,CP1,28962645,Maquillaje fluido face finity Max Factor 80 bronze,8.95,6,2024-02-10 00:21:34,Tarjeta de credito,5399,5124-6148-3267-3466
717-97-3040,C,CP1,28962645,Fruta + leche tropical Hacendado,0.64,6,2024-02-10 00:21:34,Tarjeta de credito,5399,5124-6148-3267-3466
717-97-3040,C,CP1,28962645,Dentífrico original Binaca,1.5,8,2024-02-10 00:21:34,Tarjeta de credito,5399,5124-6148-3267-3466
515-90-5876,A,MD2,34472643,Plumero atrapa polvo Bosque Verde,1.6,8,2024-05-09 03:20:29,Efectivo,5537,
515-90-5876,A,MD2,34472643,Surtido bombones Caja Roja Nestlé,8.95,8,2024-05-09 03:20:29,Efectivo,5537,
515-90-5876,A,MD2,34472643,Rodaja de potón del pacífico cocido Hacendado congelado,4.75,6,2024-05-09 03:20:29,Efectivo,5537,
218-32-1724,B,MD2,43324739,Cápsulas isoflavonas de soja Systal,3.85,2,2024-09-17 08:06:14,Tarjeta de credito,1417,4414-4127-4407-529
218-32-1724,B,MD2,43324739,Eau de toilette hombre Adolfo Dominguez Agua fresca,17.95,8,2024-09-17 08:06:14,Tarjeta de credito,1417,4414-4127-4407-529
218-32-1724,B,MD2,43324739,Reductor instantáneo de bolsas y ojeras Beauté Mediterranea,5.0,10,2024-09-17 08:06:14,Tarjeta de credito,1417,4414-4127-4407-529
218-32-1724,B,MD2,43324739,Papilla cóctel tropical +8 meses Hacendado,1.72,6,2024-09-17 08:06:14,Tarjeta de credito,1417,4414-4127-4407-529
218-32-1724,B,MD2,43324739,Copos trigo de espelta integral Hacendado,1.5,8,2024-09-17 08:06:14,Tarjeta de credito,1417,4414-4127-4407-529
286-63-2982,A,CP1,33581338,Queso tierno Entrepinares cortado en cuñitas,3.22,5,2024-03-24 16:50:42,Tarjeta de credito,2178,5561-0133-1275-7084
286-63-2982,A,CP1,33581338,Longaniza fresca de pollo,3.1,9,2024-03-24 16:50:42,Tarjeta de credito,2178,5561-0133-1275-7084
286-63-2982,A,CP1,33581338,Sangría Don Simón,1.75,10,2024-03-24 16:50:42,Tarjeta de credito,2178,5561-0133-1275-7084
286-63-2982,A,CP1,33581338,Cortado en cápsula Cocatech,3.4,1,2024-03-24 16:50:42,Tarjeta de credito,2178,5561-0133-1275-7084
286-63-2982,A,CP1,33581338,Desodorante roll-on hombre protección plus Deliplus,0.9,8,2024-03-24 16:50:42,Tarjeta de credito,2178,5561-0133-1275-7084
217-82-5702,B,CP1,41851353,Edulcorante en sobres sacarina Hacendado,1.34,10,2024-08-02 03:10:42,Billetera Electronica,5950,47a8c673c9a8055063d33c7f0528276f4c3082ab1e498887390c62dc256d0c85
428-98-4514,C,SJ1,22088352,Jamón de Teruel El Ontanar lonchas,3.1,8,2023-11-26 10:55:37,Billetera Electronica,2919,281f926fe75525f0e72c934f772745adaff8c019e3ebd6085f0834b2322458b5
428-98-4514,C,SJ1,22088352,Cerveza IPA aromática & amarga Especialidades 1897,4.8,2,2023-11-26 10:55:37,Billetera Electronica,2919,281f926fe75525f0e72c934f772745adaff8c019e3ebd6085f0834b2322458b5
428-98-4514,C,SJ1,22088352,Cerveza especial San Miguel,5.28,1,2023-11-26 10:55:37,Billetera Electronica,2919,281f926fe75525f0e72c934f772745adaff8c019e3ebd6085f0834b2322458b5
629-19-1721,A,RM2,24220131,Jamón cocido extra Noel lonchas,1.99,10,2024-07-21 02:32:21,Billetera Electronica,5950,231e787cf710dcb8dc8c0f58e734ec522474b372794b4fe1d3b85bf0d83d6786
629-19-1721,A,RM2,24220131,Helado cucurucho de chocolate Hacendado,2.5,3,2024-07-21 02:32:21,Billetera Electronica,5950,231e787cf710dcb8dc8c0f58e734ec522474b372794b4fe1d3b85bf0d83d6786
629-19-1721,A,RM2,24220131,Pan de molde blanco rebanada gruesa Hacendado,1.12,8,2024-07-21 02:32:21,Billetera Electronica,5950,231e787cf710dcb8dc8c0f58e734ec522474b372794b4fe1d3b85bf0d83d6786
629-19-1721,A,RM2,24220131,Sazonador para paella con azafrán Hacendado,1.3,1,2024-07-21 02:32:21,Billetera Electronica,5950,231e787cf710dcb8dc8c0f58e734ec522474b372794b4fe1d3b85bf0d83d6786
710-89-5492,B,RM1,31143612,Gel fijador perfect fix extra fuerte Giorgi fijación 3,2.55,6,2024-01-11 09:31:06,Efectivo,7300,
710-89-5492,B,RM1,31143612,Pintalabios cremoso Deliplus 13,4.5,8,2024-01-11 09:31:06,Efectivo,7300,
